Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume,,No
Prince Edward Road Northeastbound,Fast Lane,6,North East,Y,1/3/2025,79.04716981,0.603773585,205,,No
Prince Edward Road Northeastbound,Slow Lane,6,North East,Y,1/3/2025,73.11320755,2.202830189,345,,No
Prince Edward Road Northeastbound,Middle Lane,6,North East,Y,1/3/2025,83.4245283,1.952830189,155,,No
Prince Edward Road Southeastbound,Fast Lane,6,South West,Y,1/3/2025,86.50943396,2.971698113,244,,No
Prince Edward Road Southeastbound,Slow Lane,6,South West,Y,1/3/2025,86.71698113,0.867924528,104,,No
Kwun Tong Road Westbound,Fast Lane,7,North West,Y,1/3/2025,59.89256198,3.361570248,2070,,No
Kwun Tong Road Westbound,Middle Lane 1,7,North West,Y,1/3/2025,58.66062176,2.676165803,1083,,No
Kwun Tong Road Westbound,Middle Lane 2,7,North West,Y,1/3/2025,59.95336788,3.103626943,1207,,No
Kwun Tong Road Westbound,Slow Lane,7,North West,Y,1/3/2025,53.96487603,2.245867769,783,,No
Kwun Tong Road Westbound,Fast Lane,7,North,Y,1/3/2025,72.25510204,5.183673469,587,,No
Kwun Tong Road Westbound,Middle Lane,7,North,Y,1/3/2025,75.80612245,3.387755102,382,,No
Kwun Tong Road Westbound,Slow Lane,7,North,Y,1/3/2025,54.1122449,3.489795918,116,,No
Kwun Tong Road Westbound,Middle Lane 3,7,North West,Y,1/3/2025,63.18367347,1.428571429,187,,No
Kwun Tong Road Westbound,Middle Lane 4,7,North West,Y,1/3/2025,66.57142857,4.704081633,648,,No
Kwun Tong Road Eastbound,Fast Lane,7,South East,Y,1/3/2025,66.43367347,4.323129252,2808,,No
Kwun Tong Road Eastbound,Middle Lane,7,South East,Y,1/3/2025,56.28571429,3.81292517,920,,No
Kwun Tong Road Eastbound,Slow Lane,7,South East,Y,1/3/2025,53.39115646,4.37755102,1501,,No
Kwun Tong Road Eastbound,Middle Lane 1,7,South East,Y,1/3/2025,56.19727891,3.316326531,553,,No
Kwun Tong Road Eastbound,Middle Lane 2,7,South East,Y,1/3/2025,60.24489796,6.629251701,1274,,No
Kwun Tong Road Eastbound,Fast Lane,7,South,Y,1/3/2025,69.79591837,6.015306122,1321,,No
Kwun Tong Road Eastbound,Middle Lane,7,South,Y,1/3/2025,60.87755102,3.076530612,424,,No
Kwun Tong Road Eastbound,Slow Lane,7,South,Y,1/3/2025,49.53061224,2.87755102,170,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,7,East,Y,1/3/2025,67.23979592,4.025510204,431,,No
New Clear Water Bay Road Eastbound,Middle Lane,7,East,Y,1/3/2025,63.40816327,5.642857143,241,,No
New Clear Water Bay Road Eastbound,Slow Lane,7,East,Y,1/3/2025,69.9744898,2.852040816,255,,No
New Clear Water Bay Road Eastbound,Fast Lane,7,North West,Y,1/3/2025,63.74489796,0.397959184,36,,No
New Clear Water Bay Road Eastbound,Slow Lane,7,North West,Y,1/3/2025,53.46938776,2.62244898,159,,No
New Clear Water Bay Road Eastbound,Fast Lane,7,South East,Y,1/3/2025,75.34693878,5.887755102,317,,No
New Clear Water Bay Road Eastbound,Middle Lane,7,South East,Y,1/3/2025,70.66326531,3.663265306,261,,No
New Clear Water Bay Road Eastbound,Slow Lane,7,South East,Y,1/3/2025,62.78571429,2.704081633,72,,No
New Clear Water Bay Road Westbound,Fast Lane,7,South,Y,1/3/2025,61.05102041,5.479591837,212,,No
New Clear Water Bay Road Westbound,Fast Lane,7,North West,Y,1/3/2025,61.66326531,6.540816327,435,,No
New Clear Water Bay Road Westbound,Slow Lane,7,North West,Y,1/3/2025,59.68367347,3.357142857,258,,No
New Clear Water Bay Road Westbound,Fast Lane,7,West,Y,1/3/2025,71.34693878,4.066326531,395,,No
New Clear Water Bay Road Westbound,Slow Lane,7,West,Y,1/3/2025,60.58163265,3.602040816,195,,No
Prince Edward Road Northeastbound,Fast Lane,7,North East,Y,1/3/2025,78.56632653,1.984693878,420,,No
Prince Edward Road Northeastbound,Slow Lane,7,North East,Y,1/3/2025,74.86734694,3.301020408,447,,No
Prince Edward Road Northeastbound,Middle Lane,7,North East,Y,1/3/2025,86.87755102,3.448979592,236,,No
Prince Edward Road Southeastbound,Fast Lane,7,South West,Y,1/3/2025,82.85714286,6.153061224,442,,No
Prince Edward Road Southeastbound,Slow Lane,7,South West,Y,1/3/2025,84.92857143,2.275510204,182,,No
Kwun Tong Road Westbound,Fast Lane,7,North West,N,1/3/2025,54.16666667,1.833333333,18,,No
Kwun Tong Road Westbound,Middle Lane 1,7,North West,N,1/3/2025,51.5,1.833333333,15,,No
Kwun Tong Road Westbound,Middle Lane 2,7,North West,N,1/3/2025,46.66666667,4.166666667,28,,Yes
Kwun Tong Road Westbound,Slow Lane,7,North West,N,1/3/2025,63.33333333,3.333333333,10,,No
Kwun Tong Road Westbound,Fast Lane,8,North West,Y,1/3/2025,57.12173913,4.945652174,2624,,No
Kwun Tong Road Westbound,Middle Lane 1,8,North West,Y,1/3/2025,56.58695652,4.02173913,1458,,No
Kwun Tong Road Westbound,Middle Lane 2,8,North West,Y,1/3/2025,58.40217391,4.127717391,1400,,No
Kwun Tong Road Westbound,Slow Lane,8,North West,Y,1/3/2025,54.52391304,3.002173913,954,,No
Kwun Tong Road Westbound,Fast Lane,8,North,Y,1/3/2025,68.66304348,6.934782609,697,,No
Kwun Tong Road Westbound,Middle Lane,8,North,Y,1/3/2025,71.56521739,4.836956522,513,,No
Kwun Tong Road Westbound,Slow Lane,8,North,Y,1/3/2025,51.81521739,3.934782609,137,,No
Kwun Tong Road Westbound,Middle Lane 3,8,North West,Y,1/3/2025,62.25,2.336956522,264,,No
Kwun Tong Road Westbound,Middle Lane 4,8,North West,Y,1/3/2025,60.45652174,7.543478261,760,,No
Kwun Tong Road Eastbound,Fast Lane,8,South East,Y,1/3/2025,59.44927536,8.297101449,3928,,No
Kwun Tong Road Eastbound,Middle Lane,8,South East,Y,1/3/2025,51.70289855,5.778985507,1128,,No
Kwun Tong Road Eastbound,Slow Lane,8,South East,Y,1/3/2025,50.03804348,5.565217391,1729,,No
Kwun Tong Road Eastbound,Middle Lane 1,8,South East,Y,1/3/2025,52.83695652,4.358695652,683,,No
Kwun Tong Road Eastbound,Middle Lane 2,8,South East,Y,1/3/2025,55.18478261,7.56884058,1289,,No
Kwun Tong Road Eastbound,Fast Lane,8,South,Y,1/3/2025,65.19565217,8.923913043,1813,,No
Kwun Tong Road Eastbound,Middle Lane,8,South,Y,1/3/2025,56.66304348,5.875,616,,No
Kwun Tong Road Eastbound,Slow Lane,8,South,Y,1/3/2025,50.5,3.586956522,204,,No
New Clear Water Bay Road Eastbound,Fast Lane,8,East,Y,1/3/2025,66.15217391,4.532608696,487,,No
New Clear Water Bay Road Eastbound,Middle Lane,8,East,Y,1/3/2025,60.60869565,7.956521739,294,,No
New Clear Water Bay Road Eastbound,Slow Lane,8,East,Y,1/3/2025,67.96195652,4.092391304,312,,No
New Clear Water Bay Road Eastbound,Fast Lane,8,North West,Y,1/3/2025,62.26086957,0.369565217,35,,No
New Clear Water Bay Road Eastbound,Slow Lane,8,North West,Y,1/3/2025,50.18478261,4.173913043,222,,No
New Clear Water Bay Road Eastbound,Fast Lane,8,South East,Y,1/3/2025,68.59782609,6.663043478,336,,No
New Clear Water Bay Road Eastbound,Middle Lane,8,South East,Y,1/3/2025,71.27173913,5.380434783,297,,No
New Clear Water Bay Road Eastbound,Slow Lane,8,South East,Y,1/3/2025,62.54347826,5.630434783,85,,No
New Clear Water Bay Road Westbound,Fast Lane,8,South,Y,1/3/2025,62.64130435,6.663043478,276,,No
New Clear Water Bay Road Westbound,Fast Lane,8,North West,Y,1/3/2025,59.08695652,7.77173913,469,,No
New Clear Water Bay Road Westbound,Slow Lane,8,North West,Y,1/3/2025,57.15217391,4.239130435,312,,No
New Clear Water Bay Road Westbound,Fast Lane,8,West,Y,1/3/2025,68.89130435,5.831521739,597,,No
New Clear Water Bay Road Westbound,Slow Lane,8,West,Y,1/3/2025,57.40217391,6.652173913,321,,No
Prince Edward Road Northeastbound,Fast Lane,8,North East,Y,1/3/2025,78.35326087,3.972826087,649,,No
Prince Edward Road Northeastbound,Slow Lane,8,North East,Y,1/3/2025,73.86413043,4.85326087,560,,No
Prince Edward Road Northeastbound,Middle Lane,8,North East,Y,1/3/2025,82.38043478,5,299,,No
Prince Edward Road Southeastbound,Fast Lane,8,South West,Y,1/3/2025,80.54347826,11.2826087,721,,No
Prince Edward Road Southeastbound,Slow Lane,8,South West,Y,1/3/2025,84.29347826,3.847826087,260,,No
Kwun Tong Road Westbound,Fast Lane,9,North West,Y,1/3/2025,55.81360947,5.313609467,2014,,No
Kwun Tong Road Westbound,Middle Lane 1,9,North West,Y,1/3/2025,56.21268657,4.395522388,1185,,No
Kwun Tong Road Westbound,Middle Lane 2,9,North West,Y,1/3/2025,58.47014925,4.085820896,1022,,No
Kwun Tong Road Westbound,Slow Lane,9,North West,Y,1/3/2025,54.5,3.177514793,746,,No
Kwun Tong Road Westbound,Fast Lane,9,North,Y,1/3/2025,65.08571429,9,664,,No
Kwun Tong Road Westbound,Middle Lane,9,North,Y,1/3/2025,67.55714286,5.442857143,399,,No
Kwun Tong Road Westbound,Slow Lane,9,North,Y,1/3/2025,51.44285714,2.742857143,80,,No
Kwun Tong Road Westbound,Middle Lane 3,9,North West,Y,1/3/2025,60.8,2.257142857,236,,No
Kwun Tong Road Westbound,Middle Lane 4,9,North West,Y,1/3/2025,58.42857143,8.371428571,658,,No
Kwun Tong Road Eastbound,Fast Lane,9,South East,Y,1/3/2025,53.48969072,11.81443299,2994,,No
Kwun Tong Road Eastbound,Middle Lane,9,South East,Y,1/3/2025,50.57619048,6.880952381,980,,No
Kwun Tong Road Eastbound,Slow Lane,9,South East,Y,1/3/2025,50.8814433,5.994845361,1410,,No
Kwun Tong Road Eastbound,Middle Lane 1,9,South East,Y,1/3/2025,54.07865169,5.303370787,490,,No
Kwun Tong Road Eastbound,Middle Lane 2,9,South East,Y,1/3/2025,55.64044944,7.623595506,843,,No
Kwun Tong Road Eastbound,Fast Lane,9,South,Y,1/3/2025,60.77857143,10.87857143,1506,,No
Kwun Tong Road Eastbound,Middle Lane,9,South,Y,1/3/2025,59.07142857,4.521428571,535,,No
Kwun Tong Road Eastbound,Slow Lane,9,South,Y,1/3/2025,50.21428571,2.742857143,155,,No
New Clear Water Bay Road Eastbound,Fast Lane,9,East,Y,1/3/2025,66.76428571,3.285714286,293,,No
New Clear Water Bay Road Eastbound,Middle Lane,9,East,Y,1/3/2025,59.6,6.714285714,195,,No
New Clear Water Bay Road Eastbound,Slow Lane,9,East,Y,1/3/2025,69.13571429,3.657142857,217,,No
New Clear Water Bay Road Eastbound,Fast Lane,9,North West,Y,1/3/2025,59.32857143,0.614285714,38,,No
New Clear Water Bay Road Eastbound,Slow Lane,9,North West,Y,1/3/2025,51.04285714,4.885714286,168,,No
New Clear Water Bay Road Eastbound,Fast Lane,9,South East,Y,1/3/2025,64.53448276,7.431034483,218,,No
New Clear Water Bay Road Eastbound,Middle Lane,9,South East,Y,1/3/2025,69.13793103,4.793103448,170,,No
New Clear Water Bay Road Eastbound,Slow Lane,9,South East,Y,1/3/2025,60.20689655,11.29310345,55,,No
New Clear Water Bay Road Westbound,Fast Lane,9,South,Y,1/3/2025,60.32857143,7.457142857,218,,No
New Clear Water Bay Road Westbound,Fast Lane,9,North West,Y,1/3/2025,57.45714286,9.157142857,393,,No
New Clear Water Bay Road Westbound,Slow Lane,9,North West,Y,1/3/2025,55.67142857,3.957142857,200,,No
New Clear Water Bay Road Westbound,Fast Lane,9,West,Y,1/3/2025,67.2,7.15,546,,No
New Clear Water Bay Road Westbound,Slow Lane,9,West,Y,1/3/2025,57.14285714,6.257142857,241,,No
Prince Edward Road Northeastbound,Fast Lane,9,North East,Y,1/3/2025,76.35714286,6.3,635,,No
Prince Edward Road Northeastbound,Slow Lane,9,North East,Y,1/3/2025,72.65,6.228571429,530,,No
Prince Edward Road Northeastbound,Middle Lane,9,North East,Y,1/3/2025,82.97142857,6.685714286,291,,No
Prince Edward Road Southeastbound,Fast Lane,9,South West,Y,1/3/2025,71.64285714,17.45714286,749,,No
Prince Edward Road Southeastbound,Slow Lane,9,South West,Y,1/3/2025,75.62857143,4.128571429,113,,No
Kwun Tong Road Westbound,Fast Lane,9,North West,N,1/3/2025,43.83333333,2.416666667,20,,Yes
Kwun Tong Road Westbound,Middle Lane 1,9,North West,N,1/3/2025,45.66666667,4.666666667,31,,Yes
Kwun Tong Road Westbound,Middle Lane 2,9,North West,N,1/3/2025,37.91666667,9.083333333,66,,Yes
Kwun Tong Road Westbound,Slow Lane,9,North West,N,1/3/2025,43.33333333,4.333333333,23,,Yes
Kwun Tong Road Eastbound,Fast Lane,9,South East,N,1/3/2025,47.40625,4.53125,97,,Yes
Kwun Tong Road Eastbound,Middle Lane 1,9,South East,N,1/3/2025,46.375,7.40625,120,,Yes
Kwun Tong Road Eastbound,Middle Lane 2,9,South East,N,1/3/2025,40.71875,15.96875,313,,Yes
Kwun Tong Road Eastbound,Slow Lane,9,South East,N,1/3/2025,45.40625,4.5,54,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,9,South East,N,1/3/2025,65.58333333,4.25,20,,No
New Clear Water Bay Road Eastbound,Middle Lane,9,South East,N,1/3/2025,69.25,5.166666667,38,,No
New Clear Water Bay Road Eastbound,Slow Lane,9,South East,N,1/3/2025,50.83333333,8.5,12,,No
Kwun Tong Road Westbound,Fast Lane,10,North West,Y,1/3/2025,56.47105263,5.123684211,2169,,No
Kwun Tong Road Westbound,Middle Lane 1,10,North West,Y,1/3/2025,53.84539474,4.8125,1386,,No
Kwun Tong Road Westbound,Middle Lane 2,10,North West,Y,1/3/2025,58.06907895,4.4375,1247,,No
Kwun Tong Road Westbound,Slow Lane,10,North West,Y,1/3/2025,54.36052632,3.576315789,865,,No
Kwun Tong Road Westbound,Fast Lane,10,North,Y,1/3/2025,64.98684211,8.539473684,698,,No
Kwun Tong Road Westbound,Middle Lane,10,North,Y,1/3/2025,67.60526316,5.881578947,474,,No
Kwun Tong Road Westbound,Slow Lane,10,North,Y,1/3/2025,53.75,2.697368421,85,,No
Kwun Tong Road Westbound,Middle Lane 3,10,North West,Y,1/3/2025,59.82894737,2.263157895,246,,No
Kwun Tong Road Westbound,Middle Lane 4,10,North West,Y,1/3/2025,58.53947368,8.078947368,683,,No
Kwun Tong Road Eastbound,Fast Lane,10,South East,Y,1/3/2025,55.63157895,9.626315789,2920,,No
Kwun Tong Road Eastbound,Middle Lane,10,South East,Y,1/3/2025,51.84649123,5.76754386,1049,,No
Kwun Tong Road Eastbound,Slow Lane,10,South East,Y,1/3/2025,49.49736842,6.239473684,1458,,Yes
Kwun Tong Road Eastbound,Middle Lane 1,10,South East,Y,1/3/2025,55.04605263,4.361842105,317,,No
Kwun Tong Road Eastbound,Middle Lane 2,10,South East,Y,1/3/2025,57.01973684,7.197368421,604,,No
Kwun Tong Road Eastbound,Fast Lane,10,South,Y,1/3/2025,63.09868421,9.842105263,1608,,No
Kwun Tong Road Eastbound,Middle Lane,10,South,Y,1/3/2025,61.58552632,3.585526316,522,,No
Kwun Tong Road Eastbound,Slow Lane,10,South,Y,1/3/2025,49.84868421,3.197368421,164,,Yes
Kwun Tong Road Eastbound,Fast Lane,10,South East,N,1/3/2025,67.21052632,5.539473684,457,,No
Kwun Tong Road Eastbound,Middle Lane 1,10,South East,N,1/3/2025,48.40789474,7.460526316,356,,Yes
Kwun Tong Road Eastbound,Middle Lane 2,10,South East,N,1/3/2025,53.68421053,8.868421053,628,,No
Kwun Tong Road Eastbound,Slow Lane,10,South East,N,1/3/2025,43.60526316,5.644736842,88,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,10,East,Y,1/3/2025,66.26315789,4.184210526,375,,No
New Clear Water Bay Road Eastbound,Middle Lane,10,East,Y,1/3/2025,60.76315789,7.289473684,214,,No
New Clear Water Bay Road Eastbound,Slow Lane,10,East,Y,1/3/2025,65.68421053,4.144736842,259,,No
New Clear Water Bay Road Eastbound,Fast Lane,10,North West,Y,1/3/2025,59.34210526,0.552631579,42,,No
New Clear Water Bay Road Eastbound,Slow Lane,10,North West,Y,1/3/2025,48.94736842,5.184210526,193,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,10,South East,N,1/3/2025,66.13157895,8.776315789,331,,No
New Clear Water Bay Road Eastbound,Middle Lane,10,South East,N,1/3/2025,67,7.092105263,252,,No
New Clear Water Bay Road Eastbound,Slow Lane,10,South East,N,1/3/2025,58.69736842,5.565789474,80,,No
New Clear Water Bay Road Westbound,Fast Lane,10,South,Y,1/3/2025,59.05263158,8.868421053,255,,No
New Clear Water Bay Road Westbound,Fast Lane,10,North West,Y,1/3/2025,46.44736842,23.44736842,704,,Yes
New Clear Water Bay Road Westbound,Slow Lane,10,North West,Y,1/3/2025,55.02631579,1.171052632,27,,No
New Clear Water Bay Road Westbound,Fast Lane,10,West,Y,1/3/2025,67.32894737,7.177631579,590,,No
New Clear Water Bay Road Westbound,Slow Lane,10,West,Y,1/3/2025,56.26315789,7.302631579,259,,No
Prince Edward Road Northeastbound,Fast Lane,10,North East,Y,1/3/2025,75.80263158,6.243421053,735,,No
Prince Edward Road Northeastbound,Slow Lane,10,North East,Y,1/3/2025,75.30263158,7.085526316,638,,No
Prince Edward Road Northeastbound,Middle Lane,10,North East,Y,1/3/2025,84.03947368,6.118421053,290,,No
Prince Edward Road Southeastbound,Fast Lane,10,South West,Y,1/3/2025,66.76315789,22.97368421,1042,,No
Prince Edward Road Southeastbound,Slow Lane,10,South West,Y,1/3/2025,70,0.026315789,0,,No
Kwun Tong Road Westbound,Fast Lane,11,North West,Y,1/3/2025,56.1,5.515,2459,,No
Kwun Tong Road Westbound,Middle Lane 1,11,North West,Y,1/3/2025,55.425,4.446875,1501,,No
Kwun Tong Road Westbound,Middle Lane 2,11,North West,Y,1/3/2025,56.225,4.115625,1301,,No
Kwun Tong Road Westbound,Slow Lane,11,North West,Y,1/3/2025,54.9925,3.3775,915,,No
Kwun Tong Road Westbound,Fast Lane,11,North,Y,1/3/2025,65.55,7.5375,672,,No
Kwun Tong Road Westbound,Middle Lane,11,North,Y,1/3/2025,68.2875,4.8375,442,,No
Kwun Tong Road Westbound,Slow Lane,11,North,Y,1/3/2025,51.0875,3.7,110,,No
Kwun Tong Road Westbound,Middle Lane 3,11,North West,Y,1/3/2025,61.025,2.3875,284,,No
Kwun Tong Road Westbound,Middle Lane 4,11,North West,Y,1/3/2025,58.8625,7.2625,724,,No
Kwun Tong Road Eastbound,Fast Lane,11,South East,Y,1/3/2025,55.41594828,10.35775862,3719,,No
Kwun Tong Road Eastbound,Middle Lane,11,South East,Y,1/3/2025,48.87083333,7.633333333,1167,,Yes
Kwun Tong Road Eastbound,Slow Lane,11,South East,Y,1/3/2025,50.38577586,6.387931034,1735,,No
Kwun Tong Road Eastbound,Middle Lane 1,11,South East,Y,1/3/2025,54.90625,4.633928571,662,,No
Kwun Tong Road Eastbound,Middle Lane 2,11,South East,Y,1/3/2025,52.76785714,8.879464286,1265,,No
Kwun Tong Road Eastbound,Fast Lane,11,South,Y,1/3/2025,59.6125,10.74375,1681,,No
Kwun Tong Road Eastbound,Middle Lane,11,South,Y,1/3/2025,59.09375,4.8375,588,,No
Kwun Tong Road Eastbound,Slow Lane,11,South,Y,1/3/2025,51.2875,2.79375,177,,No
Kwun Tong Road Eastbound,Fast Lane,11,South East,N,1/3/2025,63,5.9375,96,,No
Kwun Tong Road Eastbound,Middle Lane 1,11,South East,N,1/3/2025,46.75,9.375,80,,Yes
Kwun Tong Road Eastbound,Middle Lane 2,11,South East,N,1/3/2025,50.5625,9.75,134,,No
Kwun Tong Road Eastbound,Slow Lane,11,South East,N,1/3/2025,44.0625,4,20,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,11,East,Y,1/3/2025,65.89375,3.8875,381,,No
New Clear Water Bay Road Eastbound,Middle Lane,11,East,Y,1/3/2025,61.85,6.9375,225,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,East,Y,1/3/2025,66.85,3.8125,277,,No
New Clear Water Bay Road Eastbound,Fast Lane,11,North West,Y,1/3/2025,57.3375,0.9,55,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,North West,Y,1/3/2025,49.2875,4.7,203,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,11,South East,N,1/3/2025,67.625,6.6875,53,,No
New Clear Water Bay Road Eastbound,Middle Lane,11,South East,N,1/3/2025,65.875,4.625,38,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,South East,N,1/3/2025,69.25,4.25,9,,No
New Clear Water Bay Road Westbound,Fast Lane,11,South,Y,1/3/2025,61.975,8.2875,273,,No
New Clear Water Bay Road Westbound,Fast Lane,11,North West,Y,1/3/2025,48.5875,23.5625,787,,Yes
New Clear Water Bay Road Westbound,Slow Lane,11,North West,Y,1/3/2025,54.3625,0.1125,20,,No
New Clear Water Bay Road Westbound,Fast Lane,11,West,Y,1/3/2025,68.41875,7.8625,702,,No
New Clear Water Bay Road Westbound,Slow Lane,11,West,Y,1/3/2025,56.7625,7.575,289,,No
Prince Edward Road Northeastbound,Fast Lane,11,North East,Y,1/3/2025,79.03125,6.2375,739,,No
Prince Edward Road Northeastbound,Slow Lane,11,North East,Y,1/3/2025,73.3875,7.3375,708,,No
Prince Edward Road Northeastbound,Middle Lane,11,North East,Y,1/3/2025,82.3875,6.9375,342,,No
Prince Edward Road Southeastbound,Fast Lane,11,South West,Y,1/3/2025,65.75,23.1,1108,,No
Prince Edward Road Southeastbound,Slow Lane,11,South West,Y,1/3/2025,70.6375,0.0375,4,,No
New Clear Water Bay Road Eastbound,Fast Lane,11,South East,Y,1/3/2025,69.984375,6.9375,242,,No
New Clear Water Bay Road Eastbound,Middle Lane,11,South East,Y,1/3/2025,68.4375,5.953125,218,,No
New Clear Water Bay Road Eastbound,Slow Lane,11,South East,Y,1/3/2025,53.203125,3.640625,49,,No
Kwun Tong Road Westbound,Fast Lane,12,North West,Y,1/3/2025,56.23555556,5.075555556,2716,,No
Kwun Tong Road Westbound,Middle Lane 1,12,North West,Y,1/3/2025,53.15833333,5.177777778,1701,,No
Kwun Tong Road Westbound,Middle Lane 2,12,North West,Y,1/3/2025,56.88611111,3.869444444,1431,,No
Kwun Tong Road Westbound,Slow Lane,12,North West,Y,1/3/2025,53.25555556,3.897777778,1029,,No
Kwun Tong Road Westbound,Fast Lane,12,North,Y,1/3/2025,64.11111111,8.7,879,,No
Kwun Tong Road Westbound,Middle Lane,12,North,Y,1/3/2025,67.5,5.488888889,554,,No
Kwun Tong Road Westbound,Slow Lane,12,North,Y,1/3/2025,52.92222222,3.255555556,118,,No
Kwun Tong Road Westbound,Middle Lane 3,12,North West,Y,1/3/2025,59.34444444,2.222222222,357,,No
Kwun Tong Road Westbound,Middle Lane 4,12,North West,Y,1/3/2025,57.22222222,7.988888889,925,,No
Kwun Tong Road Eastbound,Fast Lane,12,South East,Y,1/3/2025,54.29814815,10.21666667,4227,,No
Kwun Tong Road Eastbound,Middle Lane,12,South East,Y,1/3/2025,50.61481481,6.5,1309,,No
Kwun Tong Road Eastbound,Slow Lane,12,South East,Y,1/3/2025,47.87407407,7.553703704,2024,,Yes
Kwun Tong Road Eastbound,Middle Lane 1,12,South East,Y,1/3/2025,53.90740741,5.4,928,,No
Kwun Tong Road Eastbound,Middle Lane 2,12,South East,Y,1/3/2025,53.48518519,8.348148148,1528,,No
Kwun Tong Road Eastbound,Fast Lane,12,South,Y,1/3/2025,56.50555556,12.22222222,2000,,No
Kwun Tong Road Eastbound,Middle Lane,12,South,Y,1/3/2025,60.19444444,4.588888889,747,,No
Kwun Tong Road Eastbound,Slow Lane,12,South,Y,1/3/2025,49.23888889,3.094444444,219,,Yes
