Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume
Kwun Tong Road Eastbound,Middle Lane,04,South,N,2025-03-01,68.65,0.6125,92
Kwun Tong Road Eastbound,Slow Lane,04,South,N,2025-03-01,66.175,0.4375,13
Kwun Tong Road Westbound,Fast Lane,05,North West,Y,2025-03-01,60.195238095238096,1.1595238095238096,677
Kwun Tong Road Westbound,Middle Lane 1,05,North West,Y,2025-03-01,59.24107142857143,1.119047619047619,496
Kwun Tong Road Westbound,Middle Lane 2,05,North West,Y,2025-03-01,59.482142857142854,0.9345238095238095,472
Kwun Tong Road Westbound,Slow Lane,05,North West,Y,2025-03-01,57.404761904761905,0.8,310
Kwun Tong Road Westbound,Fast Lane,05,North,Y,2025-03-01,77.19047619047619,1.5833333333333333,183
Kwun Tong Road Westbound,Middle Lane,05,North,Y,2025-03-01,69.28571428571429,0.9285714285714286,133
Kwun Tong Road Westbound,Slow Lane,05,North,Y,2025-03-01,65.41666666666667,1.0476190476190477,39
Kwun Tong Road Westbound,Middle Lane 3,05,North West,Y,2025-03-01,69.1547619047619,0.7380952380952381,94
Kwun Tong Road Westbound,Middle Lane 4,05,North West,Y,2025-03-01,70.78571428571429,2.2976190476190474,335
Kwun Tong Road Eastbound,Fast Lane,05,South East,Y,2025-03-01,65.19246031746032,1.2142857142857142,715
Kwun Tong Road Eastbound,Middle Lane,05,South East,Y,2025-03-01,59.1468253968254,1.1507936507936507,332
Kwun Tong Road Eastbound,Slow Lane,05,South East,Y,2025-03-01,58.10515873015873,0.8630952380952381,523
Kwun Tong Road Eastbound,Middle Lane 1,05,South East,Y,2025-03-01,59.6468253968254,0.8531746031746031,244
Kwun Tong Road Eastbound,Middle Lane 2,05,South East,Y,2025-03-01,65.28571428571429,2.3015873015873014,599
Kwun Tong Road Eastbound,Fast Lane,05,South,N,2025-03-01,75.0,2.625,28
Kwun Tong Road Eastbound,Middle Lane,05,South,N,2025-03-01,68.125,0.75,14
Kwun Tong Road Eastbound,Slow Lane,05,South,N,2025-03-01,70.0,0.0,0
Kwun Tong Road Eastbound,Fast Lane,05,South,Y,2025-03-01,70.8125,1.85,456
Kwun Tong Road Eastbound,Middle Lane,05,South,Y,2025-03-01,65.9125,0.75625,215
Kwun Tong Road Eastbound,Slow Lane,05,South,Y,2025-03-01,56.63125,0.6875,57
New Clear Water Bay Road Eastbound,Fast Lane,05,East,Y,2025-03-01,69.03571428571429,0.4226190476190476,73
New Clear Water Bay Road Eastbound,Middle Lane,05,East,Y,2025-03-01,66.94047619047619,1.9761904761904763,99
New Clear Water Bay Road Eastbound,Slow Lane,05,East,Y,2025-03-01,70.11309523809524,0.8988095238095238,65
New Clear Water Bay Road Eastbound,Fast Lane,05,North West,Y,2025-03-01,67.61904761904762,0.14285714285714285,10
New Clear Water Bay Road Eastbound,Slow Lane,05,North West,Y,2025-03-01,62.666666666666664,0.5833333333333334,32
New Clear Water Bay Road Eastbound,Fast Lane,05,South East,Y,2025-03-01,71.0952380952381,0.9047619047619048,57
New Clear Water Bay Road Eastbound,Middle Lane,05,South East,Y,2025-03-01,71.5,0.9166666666666666,88
New Clear Water Bay Road Eastbound,Slow Lane,05,South East,Y,2025-03-01,70.10714285714286,0.23809523809523808,16
New Clear Water Bay Road Westbound,Fast Lane,05,South,Y,2025-03-01,58.333333333333336,0.8809523809523809,50
New Clear Water Bay Road Westbound,Fast Lane,05,North West,Y,2025-03-01,55.76190476190476,1.5,93
New Clear Water Bay Road Westbound,Slow Lane,05,North West,Y,2025-03-01,56.44047619047619,1.0833333333333333,96
New Clear Water Bay Road Westbound,Fast Lane,05,West,Y,2025-03-01,73.35119047619048,0.9761904761904762,125
New Clear Water Bay Road Westbound,Slow Lane,05,West,Y,2025-03-01,64.88095238095238,1.0476190476190477,61
Prince Edward Road Northeastbound,Fast Lane,05,North East,Y,2025-03-01,73.08928571428571,0.23214285714285715,88
Prince Edward Road Northeastbound,Slow Lane,05,North East,Y,2025-03-01,72.80357142857143,1.7023809523809523,248
Prince Edward Road Northeastbound,Middle Lane,05,North East,Y,2025-03-01,86.66666666666667,1.5357142857142858,123
Prince Edward Road Southeastbound,Fast Lane,05,South West,Y,2025-03-01,81.46428571428571,1.5,115
Prince Edward Road Southeastbound,Slow Lane,05,South West,Y,2025-03-01,74.3452380952381,0.4523809523809524,39
Kwun Tong Road Westbound,Fast Lane,06,North West,Y,2025-03-01,59.18490566037736,2.116981132075472,1424
Kwun Tong Road Westbound,Middle Lane 1,06,North West,Y,2025-03-01,57.926886792452834,1.8325471698113207,830
Kwun Tong Road Westbound,Middle Lane 2,06,North West,Y,2025-03-01,58.6061320754717,1.8443396226415094,936
Kwun Tong Road Westbound,Slow Lane,06,North West,Y,2025-03-01,53.31509433962264,1.5207547169811322,494
Kwun Tong Road Westbound,Fast Lane,06,North,Y,2025-03-01,75.55660377358491,3.1132075471698113,395
Kwun Tong Road Westbound,Middle Lane,06,North,Y,2025-03-01,73.39622641509433,1.669811320754717,247
Kwun Tong Road Westbound,Slow Lane,06,North,Y,2025-03-01,56.75471698113208,3.141509433962264,107
Kwun Tong Road Westbound,Middle Lane 3,06,North West,Y,2025-03-01,65.0,1.028301886792453,130
Kwun Tong Road Westbound,Middle Lane 4,06,North West,Y,2025-03-01,70.04716981132076,2.9150943396226414,497
Kwun Tong Road Eastbound,Fast Lane,06,South East,Y,2025-03-01,65.77830188679245,2.1179245283018866,1595
Kwun Tong Road Eastbound,Middle Lane,06,South East,Y,2025-03-01,58.13522012578616,2.559748427672956,616
Kwun Tong Road Eastbound,Slow Lane,06,South East,Y,2025-03-01,56.056603773584904,2.150943396226415,1035
Kwun Tong Road Eastbound,Middle Lane 1,06,South East,Y,2025-03-01,57.15094339622642,2.3238993710691824,510
Kwun Tong Road Eastbound,Middle Lane 2,06,South East,Y,2025-03-01,62.92767295597484,3.861635220125786,963
Kwun Tong Road Eastbound,Fast Lane,06,South,Y,2025-03-01,71.74056603773585,3.2169811320754715,889
Kwun Tong Road Eastbound,Middle Lane,06,South,Y,2025-03-01,60.02358490566038,2.589622641509434,377
Kwun Tong Road Eastbound,Slow Lane,06,South,Y,2025-03-01,55.867924528301884,1.1745283018867925,111
New Clear Water Bay Road Eastbound,Fast Lane,06,East,Y,2025-03-01,71.16037735849056,1.2924528301886793,186
New Clear Water Bay Road Eastbound,Middle Lane,06,East,Y,2025-03-01,61.68867924528302,3.952830188679245,196
New Clear Water Bay Road Eastbound,Slow Lane,06,East,Y,2025-03-01,70.74528301886792,1.7075471698113207,136
New Clear Water Bay Road Eastbound,Fast Lane,06,North West,Y,2025-03-01,67.81132075471699,0.12264150943396226,17
New Clear Water Bay Road Eastbound,Slow Lane,06,North West,Y,2025-03-01,56.820754716981135,1.1132075471698113,80
New Clear Water Bay Road Eastbound,Fast Lane,06,South East,Y,2025-03-01,78.47169811320755,2.0943396226415096,158
New Clear Water Bay Road Eastbound,Middle Lane,06,South East,Y,2025-03-01,69.39622641509433,1.990566037735849,189
New Clear Water Bay Road Eastbound,Slow Lane,06,South East,Y,2025-03-01,63.85849056603774,2.009433962264151,45
New Clear Water Bay Road Westbound,Fast Lane,06,South,Y,2025-03-01,61.839622641509436,2.4716981132075473,143
New Clear Water Bay Road Westbound,Fast Lane,06,North West,Y,2025-03-01,61.0,3.518867924528302,282
New Clear Water Bay Road Westbound,Slow Lane,06,North West,Y,2025-03-01,60.735849056603776,1.349056603773585,159
New Clear Water Bay Road Westbound,Fast Lane,06,West,Y,2025-03-01,73.26886792452831,2.481132075471698,326
New Clear Water Bay Road Westbound,Slow Lane,06,West,Y,2025-03-01,63.35849056603774,2.2358490566037736,148
Prince Edward Road Northeastbound,Fast Lane,06,North East,Y,2025-03-01,79.04716981132076,0.6037735849056604,205
Prince Edward Road Northeastbound,Slow Lane,06,North East,Y,2025-03-01,73.11320754716981,2.202830188679245,345
Prince Edward Road Northeastbound,Middle Lane,06,North East,Y,2025-03-01,83.4245283018868,1.9528301886792452,155
Prince Edward Road Southeastbound,Fast Lane,06,South West,Y,2025-03-01,86.50943396226415,2.9716981132075473,244
Prince Edward Road Southeastbound,Slow Lane,06,South West,Y,2025-03-01,86.71698113207547,0.8679245283018868,104
Kwun Tong Road Westbound,Fast Lane,07,North West,Y,2025-03-01,59.892561983471076,3.3615702479338845,2070
Kwun Tong Road Westbound,Middle Lane 1,07,North West,Y,2025-03-01,58.66062176165803,2.6761658031088085,1083
Kwun Tong Road Westbound,Middle Lane 2,07,North West,Y,2025-03-01,59.95336787564767,3.1036269430051813,1207
Kwun Tong Road Westbound,Slow Lane,07,North West,Y,2025-03-01,53.96487603305785,2.2458677685950414,783
Kwun Tong Road Westbound,Fast Lane,07,North,Y,2025-03-01,72.25510204081633,5.183673469387755,587
Kwun Tong Road Westbound,Middle Lane,07,North,Y,2025-03-01,75.8061224489796,3.3877551020408165,382
Kwun Tong Road Westbound,Slow Lane,07,North,Y,2025-03-01,54.11224489795919,3.489795918367347,116
Kwun Tong Road Westbound,Middle Lane 3,07,North West,Y,2025-03-01,63.183673469387756,1.4285714285714286,187
Kwun Tong Road Westbound,Middle Lane 4,07,North West,Y,2025-03-01,66.57142857142857,4.704081632653061,648
Kwun Tong Road Eastbound,Fast Lane,07,South East,Y,2025-03-01,66.43367346938776,4.3231292517006805,2808
Kwun Tong Road Eastbound,Middle Lane,07,South East,Y,2025-03-01,56.285714285714285,3.812925170068027,920
Kwun Tong Road Eastbound,Slow Lane,07,South East,Y,2025-03-01,53.39115646258504,4.377551020408164,1501
Kwun Tong Road Eastbound,Middle Lane 1,07,South East,Y,2025-03-01,56.197278911564624,3.316326530612245,553
Kwun Tong Road Eastbound,Middle Lane 2,07,South East,Y,2025-03-01,60.244897959183675,6.629251700680272,1274
Kwun Tong Road Eastbound,Fast Lane,07,South,Y,2025-03-01,69.79591836734694,6.01530612244898,1321
Kwun Tong Road Eastbound,Middle Lane,07,South,Y,2025-03-01,60.87755102040816,3.076530612244898,424
Kwun Tong Road Eastbound,Slow Lane,07,South,Y,2025-03-01,49.53061224489796,2.877551020408163,170
New Clear Water Bay Road Eastbound,Fast Lane,07,East,Y,2025-03-01,67.23979591836735,4.025510204081633,431
New Clear Water Bay Road Eastbound,Middle Lane,07,East,Y,2025-03-01,63.40816326530612,5.642857142857143,241
New Clear Water Bay Road Eastbound,Slow Lane,07,East,Y,2025-03-01,69.97448979591837,2.8520408163265305,255
New Clear Water Bay Road Eastbound,Fast Lane,07,North West,Y,2025-03-01,63.744897959183675,0.3979591836734694,36
New Clear Water Bay Road Eastbound,Slow Lane,07,North West,Y,2025-03-01,53.46938775510204,2.622448979591837,159
New Clear Water Bay Road Eastbound,Fast Lane,07,South East,Y,2025-03-01,75.34693877551021,5.887755102040816,317
New Clear Water Bay Road Eastbound,Middle Lane,07,South East,Y,2025-03-01,70.66326530612245,3.663265306122449,261
New Clear Water Bay Road Eastbound,Slow Lane,07,South East,Y,2025-03-01,62.785714285714285,2.704081632653061,72
New Clear Water Bay Road Westbound,Fast Lane,07,South,Y,2025-03-01,61.05102040816327,5.479591836734694,212
New Clear Water Bay Road Westbound,Fast Lane,07,North West,Y,2025-03-01,61.66326530612245,6.540816326530612,435
New Clear Water Bay Road Westbound,Slow Lane,07,North West,Y,2025-03-01,59.683673469387756,3.357142857142857,258
New Clear Water Bay Road Westbound,Fast Lane,07,West,Y,2025-03-01,71.34693877551021,4.066326530612245,395
New Clear Water Bay Road Westbound,Slow Lane,07,West,Y,2025-03-01,60.58163265306123,3.6020408163265305,195
Prince Edward Road Northeastbound,Fast Lane,07,North East,Y,2025-03-01,78.56632653061224,1.9846938775510203,420
Prince Edward Road Northeastbound,Slow Lane,07,North East,Y,2025-03-01,74.86734693877551,3.3010204081632653,447
Prince Edward Road Northeastbound,Middle Lane,07,North East,Y,2025-03-01,86.87755102040816,3.4489795918367347,236
Prince Edward Road Southeastbound,Fast Lane,07,South West,Y,2025-03-01,82.85714285714286,6.153061224489796,442
Prince Edward Road Southeastbound,Slow Lane,07,South West,Y,2025-03-01,84.92857142857143,2.2755102040816326,182
Kwun Tong Road Westbound,Fast Lane,07,North West,N,2025-03-01,54.166666666666664,1.8333333333333333,18
Kwun Tong Road Westbound,Middle Lane 1,07,North West,N,2025-03-01,51.5,1.8333333333333333,15
Kwun Tong Road Westbound,Middle Lane 2,07,North West,N,2025-03-01,46.666666666666664,4.166666666666667,28
Kwun Tong Road Westbound,Slow Lane,07,North West,N,2025-03-01,63.333333333333336,3.3333333333333335,10
Kwun Tong Road Westbound,Fast Lane,08,North West,Y,2025-03-01,57.12173913043478,4.945652173913044,2624
Kwun Tong Road Westbound,Middle Lane 1,08,North West,Y,2025-03-01,56.58695652173913,4.021739130434782,1458
Kwun Tong Road Westbound,Middle Lane 2,08,North West,Y,2025-03-01,58.40217391304348,4.127717391304348,1400
Kwun Tong Road Westbound,Slow Lane,08,North West,Y,2025-03-01,54.52391304347826,3.002173913043478,954
Kwun Tong Road Westbound,Fast Lane,08,North,Y,2025-03-01,68.66304347826087,6.934782608695652,697
Kwun Tong Road Westbound,Middle Lane,08,North,Y,2025-03-01,71.56521739130434,4.836956521739131,513
Kwun Tong Road Westbound,Slow Lane,08,North,Y,2025-03-01,51.81521739130435,3.9347826086956523,137
Kwun Tong Road Westbound,Middle Lane 3,08,North West,Y,2025-03-01,62.25,2.3369565217391304,264
Kwun Tong Road Westbound,Middle Lane 4,08,North West,Y,2025-03-01,60.45652173913044,7.543478260869565,760
Kwun Tong Road Eastbound,Fast Lane,08,South East,Y,2025-03-01,59.44927536231884,8.297101449275363,3928
Kwun Tong Road Eastbound,Middle Lane,08,South East,Y,2025-03-01,51.70289855072464,5.778985507246377,1128
Kwun Tong Road Eastbound,Slow Lane,08,South East,Y,2025-03-01,50.03804347826087,5.565217391304348,1729
Kwun Tong Road Eastbound,Middle Lane 1,08,South East,Y,2025-03-01,52.83695652173913,4.358695652173913,683
Kwun Tong Road Eastbound,Middle Lane 2,08,South East,Y,2025-03-01,55.18478260869565,7.568840579710145,1289
Kwun Tong Road Eastbound,Fast Lane,08,South,Y,2025-03-01,65.19565217391305,8.923913043478262,1813
Kwun Tong Road Eastbound,Middle Lane,08,South,Y,2025-03-01,56.66304347826087,5.875,616
Kwun Tong Road Eastbound,Slow Lane,08,South,Y,2025-03-01,50.5,3.5869565217391304,204
New Clear Water Bay Road Eastbound,Fast Lane,08,East,Y,2025-03-01,66.15217391304348,4.532608695652174,487
New Clear Water Bay Road Eastbound,Middle Lane,08,East,Y,2025-03-01,60.608695652173914,7.956521739130435,294
New Clear Water Bay Road Eastbound,Slow Lane,08,East,Y,2025-03-01,67.96195652173913,4.092391304347826,312
New Clear Water Bay Road Eastbound,Fast Lane,08,North West,Y,2025-03-01,62.26086956521739,0.3695652173913043,35
New Clear Water Bay Road Eastbound,Slow Lane,08,North West,Y,2025-03-01,50.18478260869565,4.173913043478261,222
New Clear Water Bay Road Eastbound,Fast Lane,08,South East,Y,2025-03-01,68.59782608695652,6.663043478260869,336
New Clear Water Bay Road Eastbound,Middle Lane,08,South East,Y,2025-03-01,71.27173913043478,5.380434782608695,297
New Clear Water Bay Road Eastbound,Slow Lane,08,South East,Y,2025-03-01,62.54347826086956,5.630434782608695,85
New Clear Water Bay Road Westbound,Fast Lane,08,South,Y,2025-03-01,62.641304347826086,6.663043478260869,276
New Clear Water Bay Road Westbound,Fast Lane,08,North West,Y,2025-03-01,59.08695652173913,7.771739130434782,469
New Clear Water Bay Road Westbound,Slow Lane,08,North West,Y,2025-03-01,57.15217391304348,4.239130434782608,312
New Clear Water Bay Road Westbound,Fast Lane,08,West,Y,2025-03-01,68.8913043478261,5.831521739130435,597
New Clear Water Bay Road Westbound,Slow Lane,08,West,Y,2025-03-01,57.40217391304348,6.6521739130434785,321
Prince Edward Road Northeastbound,Fast Lane,08,North East,Y,2025-03-01,78.35326086956522,3.972826086956522,649
Prince Edward Road Northeastbound,Slow Lane,08,North East,Y,2025-03-01,73.86413043478261,4.853260869565218,560
Prince Edward Road Northeastbound,Middle Lane,08,North East,Y,2025-03-01,82.3804347826087,5.0,299
Prince Edward Road Southeastbound,Fast Lane,08,South West,Y,2025-03-01,80.54347826086956,11.282608695652174,721
Prince Edward Road Southeastbound,Slow Lane,08,South West,Y,2025-03-01,84.29347826086956,3.847826086956522,260
Kwun Tong Road Westbound,Fast Lane,09,North West,Y,2025-03-01,55.81360946745562,5.313609467455621,2014
Kwun Tong Road Westbound,Middle Lane 1,09,North West,Y,2025-03-01,56.21268656716418,4.395522388059701,1185
Kwun Tong Road Westbound,Middle Lane 2,09,North West,Y,2025-03-01,58.47014925373134,4.085820895522388,1022
Kwun Tong Road Westbound,Slow Lane,09,North West,Y,2025-03-01,54.5,3.1775147928994083,746
Kwun Tong Road Westbound,Fast Lane,09,North,Y,2025-03-01,65.08571428571429,9.0,664
Kwun Tong Road Westbound,Middle Lane,09,North,Y,2025-03-01,67.55714285714286,5.442857142857143,399
Kwun Tong Road Westbound,Slow Lane,09,North,Y,2025-03-01,51.44285714285714,2.742857142857143,80
Kwun Tong Road Westbound,Middle Lane 3,09,North West,Y,2025-03-01,60.8,2.257142857142857,236
Kwun Tong Road Westbound,Middle Lane 4,09,North West,Y,2025-03-01,58.42857142857143,8.371428571428572,658
Kwun Tong Road Eastbound,Fast Lane,09,South East,Y,2025-03-01,53.48969072164948,11.814432989690722,2994
Kwun Tong Road Eastbound,Middle Lane,09,South East,Y,2025-03-01,50.576190476190476,6.880952380952381,980
Kwun Tong Road Eastbound,Slow Lane,09,South East,Y,2025-03-01,50.881443298969074,5.994845360824742,1410
Kwun Tong Road Eastbound,Middle Lane 1,09,South East,Y,2025-03-01,54.07865168539326,5.303370786516854,490
Kwun Tong Road Eastbound,Middle Lane 2,09,South East,Y,2025-03-01,55.640449438202246,7.623595505617978,843
Kwun Tong Road Eastbound,Fast Lane,09,South,Y,2025-03-01,60.77857142857143,10.878571428571428,1506
Kwun Tong Road Eastbound,Middle Lane,09,South,Y,2025-03-01,59.07142857142857,4.521428571428571,535
Kwun Tong Road Eastbound,Slow Lane,09,South,Y,2025-03-01,50.214285714285715,2.742857142857143,155
New Clear Water Bay Road Eastbound,Fast Lane,09,East,Y,2025-03-01,66.76428571428572,3.2857142857142856,293
New Clear Water Bay Road Eastbound,Middle Lane,09,East,Y,2025-03-01,59.6,6.714285714285714,195
New Clear Water Bay Road Eastbound,Slow Lane,09,East,Y,2025-03-01,69.13571428571429,3.657142857142857,217
New Clear Water Bay Road Eastbound,Fast Lane,09,North West,Y,2025-03-01,59.32857142857143,0.6142857142857143,38
New Clear Water Bay Road Eastbound,Slow Lane,09,North West,Y,2025-03-01,51.042857142857144,4.885714285714286,168
New Clear Water Bay Road Eastbound,Fast Lane,09,South East,Y,2025-03-01,64.53448275862068,7.431034482758621,218
New Clear Water Bay Road Eastbound,Middle Lane,09,South East,Y,2025-03-01,69.13793103448276,4.793103448275862,170
New Clear Water Bay Road Eastbound,Slow Lane,09,South East,Y,2025-03-01,60.206896551724135,11.293103448275861,55
New Clear Water Bay Road Westbound,Fast Lane,09,South,Y,2025-03-01,60.32857142857143,7.457142857142857,218
New Clear Water Bay Road Westbound,Fast Lane,09,North West,Y,2025-03-01,57.457142857142856,9.157142857142857,393
New Clear Water Bay Road Westbound,Slow Lane,09,North West,Y,2025-03-01,55.67142857142857,3.9571428571428573,200
New Clear Water Bay Road Westbound,Fast Lane,09,West,Y,2025-03-01,67.2,7.15,546
New Clear Water Bay Road Westbound,Slow Lane,09,West,Y,2025-03-01,57.142857142857146,6.257142857142857,241
Prince Edward Road Northeastbound,Fast Lane,09,North East,Y,2025-03-01,76.35714285714286,6.3,635
Prince Edward Road Northeastbound,Slow Lane,09,North East,Y,2025-03-01,72.65,6.228571428571429,530
Prince Edward Road Northeastbound,Middle Lane,09,North East,Y,2025-03-01,82.97142857142858,6.685714285714286,291
